PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37884677","Stunting in infancy is associated with atypical activation of working memory and attention networks","Wijeakumar S, Forbes SH, Magnotta VA, Deoni S, Jackson K, Singh VP, Tiwari M, Kumar A, Spencer JP.","Nat Hum Behav. 2023 Dec;7(12):2199-2211. doi: 10.1038/s41562-023-01725-3. Epub 2023 Oct 26.","Wijeakumar S","Nat Hum Behav","2023","2023/10/26","PMC10730391","","10.1038/s41562-023-01725-3"
"30394328","Dynamic low frequency EEG phase synchronization patterns during proactive control of task switching","López ME, Pusil S, Pereda E, Maestú F, Barceló F.","Neuroimage. 2019 Feb 1;186:70-82. doi: 10.1016/j.neuroimage.2018.10.068. Epub 2018 Oct 28.","López ME","Neuroimage","2019","2018/11/06","","","10.1016/j.neuroimage.2018.10.068"
"33752077","Resting-state brain oscillations predict cognitive function in psychiatric disorders: A transdiagnostic machine learning approach","Sargent K, Chavez-Baldini U, Master SL, Verweij KJH, Lok A, Sutterland AL, Vulink NC, Denys D, Smit DJA, Nieman DH.","Neuroimage Clin. 2021;30:102617. doi: 10.1016/j.nicl.2021.102617. Epub 2021 Mar 19.","Sargent K","Neuroimage Clin","2021","2021/03/22","PMC7985402","","10.1016/j.nicl.2021.102617"
"39884770","Dopaminergic Mechanisms of Cognitive Flexibility: An [(18)F]Fallypride PET Study","Miederer I, Buchholz HG, Rademacher L, Eckart C, Kraft D, Piel M, Fiebach CJ, Schreckenberger M.","J Nucl Med. 2025 Mar 3;66(3):405-409. doi: 10.2967/jnumed.124.268317.","Miederer I","J Nucl Med","2025","2025/01/30","","","10.2967/jnumed.124.268317"
"15846821","Meta-analysis of neuroimaging studies of the Wisconsin card-sorting task and component processes","Buchsbaum BR, Greer S, Chang WL, Berman KF.","Hum Brain Mapp. 2005 May;25(1):35-45. doi: 10.1002/hbm.20128.","Buchsbaum BR","Hum Brain Mapp","2005","2005/04/23","PMC6871753","","10.1002/hbm.20128"
"31302352","Cognitive profiles in major depressive disorder: Comparing remitters and non-remitters to rTMS treatment","Abo Aoun M, Meek BP, Modirrousta M.","Psychiatry Res. 2019 Sep;279:55-61. doi: 10.1016/j.psychres.2019.07.007. Epub 2019 Jul 4.","Abo Aoun M","Psychiatry Res","2019","2019/07/15","","","10.1016/j.psychres.2019.07.007"
"29244170","Sleep Deprivation Triggers Cognitive Control Impairments in Task-Goal Switching","Slama H, Chylinski DO, Deliens G, Leproult R, Schmitz R, Peigneux P.","Sleep. 2018 Feb 1;41(2):zsx200. doi: 10.1093/sleep/zsx200.","Slama H","Sleep","2018","2017/12/16","","","10.1093/sleep/zsx200"
"27318659","Learning to be inflexible: Enhanced attentional biases in Parkinson's disease","Fallon SJ, Hampshire A, Barker RA, Owen AM.","Cortex. 2016 Sep;82:24-34. doi: 10.1016/j.cortex.2016.05.005. Epub 2016 May 24.","Fallon SJ","Cortex","2016","2016/06/20","","","10.1016/j.cortex.2016.05.005"
"26107646","Task uncertainty can account for mixing and switch costs in task-switching","Cooper PS, Garrett PM, Rennie JL, Karayanidis F.","PLoS One. 2015 Jun 24;10(6):e0131556. doi: 10.1371/journal.pone.0131556. eCollection 2015.","Cooper PS","PLoS One","2015","2015/06/25","PMC4480360","","10.1371/journal.pone.0131556"
"30151991","Enhanced motivation of cognitive control in Parkinson's disease","Timmer MHM, Aarts E, Esselink RAJ, Cools R.","Eur J Neurosci. 2018 Sep;48(6):2374-2384. doi: 10.1111/ejn.14137. Epub 2018 Sep 16.","Timmer MHM","Eur J Neurosci","2018","2018/08/29","PMC6175070","","10.1111/ejn.14137"
"28923361","Frontoparietal theta oscillations during proactive control are associated with goal-updating and reduced behavioral variability","Cooper PS, Wong ASW, McKewen M, Michie PT, Karayanidis F.","Biol Psychol. 2017 Oct;129:253-264. doi: 10.1016/j.biopsycho.2017.09.008. Epub 2017 Sep 18.","Cooper PS","Biol Psychol","2017","2017/09/20","","","10.1016/j.biopsycho.2017.09.008"
"22004198","Across-task priming revisited: response and task conflicts disentangled using ex-Gaussian distribution analysis","Moutsopoulou K, Waszak F.","J Exp Psychol Hum Percept Perform. 2012 Apr;38(2):367-74. doi: 10.1037/a0025858. Epub 2011 Oct 17.","Moutsopoulou K","J Exp Psychol Hum Percept Perform","2012","2011/10/19","","","10.1037/a0025858"
"21713443","Are there control processes, and (if so) can they be studied?","Wylie GR, Sumowski JF, Murray M.","Psychol Res. 2011 Nov;75(6):535-43. doi: 10.1007/s00426-011-0354-3. Epub 2011 Jun 29.","Wylie GR","Psychol Res","2011","2011/06/30","","","10.1007/s00426-011-0354-3"
"20580836","Cognitive rigidity in unipolar depression and obsessive compulsive disorder: examination of task switching, Stroop, working memory updating and post-conflict adaptation","Meiran N, Diamond GM, Toder D, Nemets B.","Psychiatry Res. 2011 Jan 30;185(1-2):149-56. doi: 10.1016/j.psychres.2010.04.044. Epub 2010 May 23.","Meiran N","Psychiatry Res","2011","2010/06/29","","","10.1016/j.psychres.2010.04.044"
"16225560","Executive functioning and theory of mind in euthymic bipolar disorder","Olley AL, Malhi GS, Bachelor J, Cahill CM, Mitchell PB, Berk M.","Bipolar Disord. 2005;7 Suppl 5:43-52. doi: 10.1111/j.1399-5618.2005.00254.x.","Olley AL","Bipolar Disord","2005","2005/10/18","","","10.1111/j.1399-5618.2005.00254.x"
"10769312","Contrasting cortical and subcortical activations produced by attentional-set shifting and reversal learning in humans","Rogers RD, Andrews TC, Grasby PM, Brooks DJ, Robbins TW.","J Cogn Neurosci. 2000 Jan;12(1):142-62. doi: 10.1162/089892900561931.","Rogers RD","J Cogn Neurosci","2000","2000/04/19","","","10.1162/089892900561931"
"16216684","Reward-based decision-making and aging","Marschner A, Mell T, Wartenburger I, Villringer A, Reischies FM, Heekeren HR.","Brain Res Bull. 2005 Nov 15;67(5):382-90. doi: 10.1016/j.brainresbull.2005.06.010. Epub 2005 Jul 11.","Marschner A","Brain Res Bull","2005","2005/10/12","","","10.1016/j.brainresbull.2005.06.010"
"9476949","Signal-enhancing switched protocols to study higher-order cognitive tasks with PET","Moreno-Cantú JJ, Reutens DC, Thompson CJ, Zatorre RJ, Klein D, Meyer E, Petrides M.","J Nucl Med. 1998 Feb;39(2):350-6.","Moreno-Cantú JJ","J Nucl Med","1998","1998/02/26","","",""
"24570668","Lifespan development of attentiveness in domestic dogs: drawing parallels with humans","Wallis LJ, Range F, Müller CA, Serisier S, Huber L, Zsó V.","Front Psychol. 2014 Feb 7;5:71. doi: 10.3389/fpsyg.2014.00071. eCollection 2014.","Wallis LJ","Front Psychol","2014","2014/02/27","PMC3916763","","10.3389/fpsyg.2014.00071"
"22073037","Variability in proactive and reactive cognitive control processes across the adult lifespan","Karayanidis F, Whitson LR, Heathcote A, Michie PT.","Front Psychol. 2011 Nov 8;2:318. doi: 10.3389/fpsyg.2011.00318. eCollection 2011.","Karayanidis F","Front Psychol","2011","2011/11/11","PMC3210488","","10.3389/fpsyg.2011.00318"
"33959895","Neural systems underlying the learning of cognitive effort costs","Sayalı C, Badre D.","Cogn Affect Behav Neurosci. 2021 Aug;21(4):698-716. doi: 10.3758/s13415-021-00893-x. Epub 2021 May 7.","Sayalı C","Cogn Affect Behav Neurosci","2021","2021/05/07","","","10.3758/s13415-021-00893-x"
"34407198","Neural Correlates of Task-order Preparation in Dual Tasks: An EEG Study","Steinhauser R, Kübler S, Steinhauser M, Schubert T.","J Cogn Neurosci. 2021 Sep 1;33(10):2181-2196. doi: 10.1162/jocn_a_01752.","Steinhauser R","J Cogn Neurosci","2021","2021/08/18","","","10.1162/jocn_a_01752"
"36233704","Altered Resting-State Network in Adolescents with Problematic Internet Use","Siste K, Pandelaki J, Miyata J, Oishi N, Tsurumi K, Fujiwara H, Murai T, Nasrun MW, Wiguna T, Bardosono S, Sekartini R, Sarasvita R, Murtani BJ, Sen LT, Firdaus KK.","J Clin Med. 2022 Oct 1;11(19):5838. doi: 10.3390/jcm11195838.","Siste K","J Clin Med","2022","2022/10/14","PMC9570959","","10.3390/jcm11195838"
"27274075","Neural mechanisms underlying the impact of daylong cognitive work on economic decisions","Blain B, Hollard G, Pessiglione M.","Proc Natl Acad Sci U S A. 2016 Jun 21;113(25):6967-72. doi: 10.1073/pnas.1520527113. Epub 2016 Jun 6.","Blain B","Proc Natl Acad Sci U S A","2016","2016/06/09","PMC4922197","","10.1073/pnas.1520527113"
"34033856","Altered maturation and atypical cortical processing of spoken sentences in autism spectrum disorder","Alho J, Bharadwaj H, Khan S, Mamashli F, Perrachione TK, Losh A, McGuiggan NM, Joseph RM, Hämäläinen MS, Kenet T.","Prog Neurobiol. 2021 Aug;203:102077. doi: 10.1016/j.pneurobio.2021.102077. Epub 2021 May 24.","Alho J","Prog Neurobiol","2021","2021/05/25","PMC8500341","NIHMS1709682","10.1016/j.pneurobio.2021.102077"
"28024845","Switching between internally and externally focused attention in obsessive-compulsive disorder: Abnormal visual cortex activation and connectivity","Stern ER, Muratore AF, Taylor SF, Abelson JL, Hof PR, Goodman WK.","Psychiatry Res Neuroimaging. 2017 Jul 30;265:87-97. doi: 10.1016/j.pscychresns.2016.08.006. Epub 2016 Aug 19.","Stern ER","Psychiatry Res Neuroimaging","2017","2016/12/28","PMC5316503","NIHMS839336","10.1016/j.pscychresns.2016.08.006"
"29375363","Physiological Aging Influence on Brain Hemodynamic Activity during Task-Switching: A fNIRS Study","Vasta R, Cutini S, Cerasa A, Gramigna V, Olivadese G, Arabia G, Quattrone A.","Front Aging Neurosci. 2018 Jan 8;9:433. doi: 10.3389/fnagi.2017.00433. eCollection 2017.","Vasta R","Front Aging Neurosci","2018","2018/01/30","PMC5767724","","10.3389/fnagi.2017.00433"
"39834576","Reduced prefrontal hemodynamic responses measured using near-infrared spectroscopy in adults with autism spectrum disorder","Kamikawa K, Yamamuro K, Mizui R, Kashida N, Ishida R, Okada T, Iwata N, Makinodan M.","Front Psychiatry. 2025 Jan 6;15:1507890. doi: 10.3389/fpsyt.2024.1507890. eCollection 2024.","Kamikawa K","Front Psychiatry","2025","2025/01/21","PMC11743530","","10.3389/fpsyt.2024.1507890"
"20980613","Differential contributions of the primate ventrolateral prefrontal and orbitofrontal cortex to serial reversal learning","Rygula R, Walker SC, Clarke HF, Robbins TW, Roberts AC.","J Neurosci. 2010 Oct 27;30(43):14552-9. doi: 10.1523/JNEUROSCI.2631-10.2010.","Rygula R","J Neurosci","2010","2010/10/29","PMC3044865","UKMS33089","10.1523/JNEUROSCI.2631-10.2010"
"38177216","The impact of perceptual complexity on road crossing decisions in younger and older adults","Nicholls VI, Wiener J, Meso AI, Miellet S.","Sci Rep. 2024 Jan 4;14(1):479. doi: 10.1038/s41598-023-49456-9.","Nicholls VI","Sci Rep","2024","2024/01/04","PMC10767050","","10.1038/s41598-023-49456-9"
"26343956","Demystifying cognitive flexibility: Implications for clinical and developmental neuroscience","Dajani DR, Uddin LQ.","Trends Neurosci. 2015 Sep;38(9):571-8. doi: 10.1016/j.tins.2015.07.003.","Dajani DR","Trends Neurosci","2015","2015/09/08","PMC5414037","NIHMS709425","10.1016/j.tins.2015.07.003"
"24140251","No clear evidence for a positive association between the interpersonal-affective aspects of psychopathy and executive functioning","Maes JH, Brazil IA.","Psychiatry Res. 2013 Dec 30;210(3):1265-74. doi: 10.1016/j.psychres.2013.09.028. Epub 2013 Oct 2.","Maes JH","Psychiatry Res","2013","2013/10/22","","","10.1016/j.psychres.2013.09.028"
"29568260","Event-Related Potential Responses to Task Switching Are Sensitive to Choice of Spatial Filter","Wong ASW, Cooper PS, Conley AC, McKewen M, Fulham WR, Michie PT, Karayanidis F.","Front Neurosci. 2018 Mar 8;12:143. doi: 10.3389/fnins.2018.00143. eCollection 2018.","Wong ASW","Front Neurosci","2018","2018/03/24","PMC5852402","","10.3389/fnins.2018.00143"
"22000521","Task practice differentially modulates task-switching performance across the adult lifespan","Whitson LR, Karayanidis F, Michie PT.","Acta Psychol (Amst). 2012 Jan;139(1):124-36. doi: 10.1016/j.actpsy.2011.09.004. Epub 2011 Oct 14.","Whitson LR","Acta Psychol (Amst)","2012","2011/10/18","","","10.1016/j.actpsy.2011.09.004"
"30705625","The Cognitive Drivers of Compulsive Eating Behavior","Kakoschke N, Aarts E, Verdejo-García A.","Front Behav Neurosci. 2019 Jan 17;12:338. doi: 10.3389/fnbeh.2018.00338. eCollection 2018.","Kakoschke N","Front Behav Neurosci","2019","2019/02/02","PMC6344462","","10.3389/fnbeh.2018.00338"
"31119652","Does cognitive control ability mediate the relationship between reward-related mechanisms, impulsivity, and maladaptive outcomes in adolescence and young adulthood?","McKewen M, Skippen P, Cooper PS, Wong ASW, Michie PT, Lenroot R, Karayanidis F.","Cogn Affect Behav Neurosci. 2019 Jun;19(3):653-676. doi: 10.3758/s13415-019-00722-2.","McKewen M","Cogn Affect Behav Neurosci","2019","2019/05/24","","","10.3758/s13415-019-00722-2"
"22666425","Do musicians with perfect pitch have more autism traits than musicians without perfect pitch? An empirical study","Dohn A, Garza-Villarreal EA, Heaton P, Vuust P.","PLoS One. 2012;7(5):e37961. doi: 10.1371/journal.pone.0037961. Epub 2012 May 30.","Dohn A","PLoS One","2012","2012/06/06","PMC3364198","","10.1371/journal.pone.0037961"
"15661316","Stability of set-shifting and planning abilities in patients with schizophrenia","Tyson PJ, Laws KR, Roberts KH, Mortimer AM.","Psychiatry Res. 2004 Dec 30;129(3):229-39. doi: 10.1016/j.psychres.2004.09.007.","Tyson PJ","Psychiatry Res","2004","2005/01/22","","","10.1016/j.psychres.2004.09.007"
"28386226","Limited Effects of Set Shifting Training in Healthy Older Adults","Grönholm-Nyman P, Soveri A, Rinne JO, Ek E, Nyholm A, Stigsdotter Neely A, Laine M.","Front Aging Neurosci. 2017 Mar 23;9:69. doi: 10.3389/fnagi.2017.00069. eCollection 2017.","Grönholm-Nyman P","Front Aging Neurosci","2017","2017/04/08","PMC5362725","","10.3389/fnagi.2017.00069"
"22865474","Anterior cingulate integrity: executive and neuropsychiatric features in Parkinson's disease","Lewis SJ, Shine JM, Duffy S, Halliday G, Naismith SL.","Mov Disord. 2012 Sep 1;27(10):1262-7. doi: 10.1002/mds.25104. Epub 2012 Aug 1.","Lewis SJ","Mov Disord","2012","2012/08/07","","","10.1002/mds.25104"
"31901563","Executive function in children with Tourette syndrome and attention-deficit/hyperactivity disorder: Cross-disorder or unique impairments?","Openneer TJC, Forde NJ, Akkermans SEA, Naaijen J, Buitelaar JK, Hoekstra PJ, Dietrich A.","Cortex. 2020 Mar;124:176-187. doi: 10.1016/j.cortex.2019.11.007. Epub 2019 Dec 3.","Openneer TJC","Cortex","2020","2020/01/06","","","10.1016/j.cortex.2019.11.007"
"22699023","Direct current stimulation (tDCS) reveals parietal asymmetry in local/global and salience-based selection","Bardi L, Kanai R, Mapelli D, Walsh V.","Cortex. 2013 Mar;49(3):850-60. doi: 10.1016/j.cortex.2012.04.016. Epub 2012 May 16.","Bardi L","Cortex","2013","2012/06/16","","","10.1016/j.cortex.2012.04.016"
"40267586","Phenotyping the demographic and behavioral correlates of start hesitation in Parkinson's disease","Coppin C, Bruzze L, Burke PGR, Lewis SJG.","Parkinsonism Relat Disord. 2025 Jun;135:107832. doi: 10.1016/j.parkreldis.2025.107832. Epub 2025 Apr 16.","Coppin C","Parkinsonism Relat Disord","2025","2025/04/23","","","10.1016/j.parkreldis.2025.107832"
"15590045","Do schizophrenia patients make more perseverative than non-perseverative errors on the Wisconsin Card Sorting Test? A meta-analytic study","Li CS.","Psychiatry Res. 2004 Dec 15;129(2):179-90. doi: 10.1016/j.psychres.2004.06.016.","Li CS","Psychiatry Res","2004","2004/12/14","","","10.1016/j.psychres.2004.06.016"
"25989141","Neurocognitive dysfunction and pharmacological intervention using guanfacine in a rhesus macaque model of self-injurious behavior","Freeman ZT, Rice KA, Soto PL, Pate KA, Weed MR, Ator NA, DeLeon IG, Wong DF, Zhou Y, Mankowski JL, Zink MC, Adams RJ, Hutchinson EK.","Transl Psychiatry. 2015 May 19;5(5):e567. doi: 10.1038/tp.2015.61.","Freeman ZT","Transl Psychiatry","2015","2015/05/20","PMC4471292","","10.1038/tp.2015.61"
"37803045","Automation at the service of the study of executive functions in preclinical models","Zoratto F, Pisa E, Soldati C, Barezzi C, Ottomana AM, Presta M, Santangelo V, Macrì S.","Sci Rep. 2023 Oct 6;13(1):16890. doi: 10.1038/s41598-023-43631-8.","Zoratto F","Sci Rep","2023","2023/10/06","PMC10558442","","10.1038/s41598-023-43631-8"
"18571299","The costs of crossing paths and switching tasks between audition and vision","Murray MM, De Santis L, Thut G, Wylie GR.","Brain Cogn. 2009 Feb;69(1):47-55. doi: 10.1016/j.bandc.2008.05.004. Epub 2008 Jun 20.","Murray MM","Brain Cogn","2009","2008/06/24","","","10.1016/j.bandc.2008.05.004"
"37587981","Resting heart rate (variability) and cognition relationships reveal cognitively healthy individuals with pathological amyloid/tau ratio","Molloy C, Choy EH, Arechavala RJ, Buennagel D, Nolty A, Spezzaferri MR, Sin C, Rising S, Yu J, Al-Ezzi A, Kleinman MT, Kloner RA, Arakaki X.","Front Epidemiol. 2023;3:1168847. doi: 10.3389/fepid.2023.1168847. Epub 2023 May 26.","Molloy C","Front Epidemiol","2023","2023/08/17","PMC10428767","NIHMS1919996","10.3389/fepid.2023.1168847"
"22586386","The role of consciousness in cognitive control and decision making","van Gaal S, de Lange FP, Cohen MX.","Front Hum Neurosci. 2012 May 7;6:121. doi: 10.3389/fnhum.2012.00121. eCollection 2012.","van Gaal S","Front Hum Neurosci","2012","2012/05/16","PMC3345871","","10.3389/fnhum.2012.00121"
"20718932","Switch-specific and general preparation map onto different ERP components in a task-switching paradigm","Karayanidis F, Provost A, Brown S, Paton B, Heathcote A.","Psychophysiology. 2011 Apr;48(4):559-68. doi: 10.1111/j.1469-8986.2010.01115.x. Epub 2010 Aug 16.","Karayanidis F","Psychophysiology","2011","2010/08/20","","","10.1111/j.1469-8986.2010.01115.x"
"34979379","The obsessive-compulsive spectrum: A network analysis","Dingemans AE, Volkmer SA, Mulkens S, Vuijk R, van Rood YR.","Psychiatry Res. 2022 Feb;308:114351. doi: 10.1016/j.psychres.2021.114351. Epub 2021 Dec 24.","Dingemans AE","Psychiatry Res","2022","2022/01/03","","","10.1016/j.psychres.2021.114351"
